id_estacao,data,temp_max,temp_min,precipitacao_mm,umidade
C003,2023-06-03,26.1,20.8,0.0,53
B002,2023-06-25,21.0,10.0,0.0,30
D004,2023-03-06,25.5,13.7,0.0,84
A001,2023-08-11,27.5,18.8,0.0,31
E005,2023-01-19,33.2,26.1,0.0,77
C003,2023-07-25,32.4,19.2,0.0,46
A001,2023-09-22,31.0,17.1,20.5,81
A001,2023-06-23,24.2,15.1,0.0,38
E005,2023-10-17,35.3,28.9,0.0,81
A001,2023-12-05,24.6,19.6,8.2,50
A001,2023-10-30,22.4,10.7,24.9,72
B002,2023-09-29,29.2,22.2,0.0,69
E005,2023-05-17,36.2,32.2,0.0,84
C003,2023-12-28,25.8,18.6,0.0,61
C003,2023-08-22,29.1,16.3,0.0,40
E005,2023-02-17,36.7,33.0,0.0,89
B002,2023-03-31,26.9,18.3,23.8,39
A001,2023-12-28,27.6,19.6,8.6,30
D004,2023-03-25,21.2,10.3,0.0,82
B002,2023-02-04,23.6,18.1,12.5,53
E005,2023-04-16,33.7,29.5,0.0,80
D004,2023-11-12,22.4,8.0,0.0,31
C003,2023-05-20,27.9,14.7,22.5,42
B002,2023-01-07,31.5,25.3,1.9,32
D004,2023-05-28,21.4,15.3,0.1,34
B002,2023-05-01,30.4,16.5,0.0,81
A001,2023-01-12,34.1,23.8,0.0,57
B002,2023-05-10,24.3,11.6,0.0,73
D004,2023-04-01,22.9,15.0,0.0,51
A001,2023-09-06,24.5,13.9,0.0,47
A001,2023-08-20,31.8,19.4,0.0,78
E005,2023-03-25,34.5,27.6,0.0,73
B002,2023-09-20,23.6,15.0,0.0,71
D004,2023-03-01,33.6,18.8,11.3,68
A001,2023-02-10,21.2,12.2,3.9,77
B002,2023-02-27,32.4,18.6,18.5,65
A001,2023-11-14,33.8,25.5,0.0,36
B002,2023-03-25,32.5,26.0,0.0,54
B002,2023-04-26,31.1,21.1,7.0,58
B002,2023-01-02,29.4,20.1,18.3,68
B002,2023-05-26,32.6,26.7,21.9,50
D004,2023-08-29,28.6,21.1,0.0,48
E005,2023-11-09,37.5,32.7,0.0,87
B002,2023-03-03,27.2,14.2,0.0,53
A001,2023-11-15,31.0,18.6,0.0,85
E005,2023-10-15,28.5,23.7,0.0,95
C003,2023-07-02,31.8,18.3,0.0,42
B002,2023-07-08,25.1,15.0,1.4,51
A001,2023-02-05,27.1,12.3,0.0,73
B002,2023-03-12,27.1,15.6,0.0,35
A001,2023-01-20,28.1,19.0,0.0,77
E005,2023-10-02,31.4,25.9,5.3,83
A001,2023-08-02,22.0,16.4,0.0,48
D004,2023-06-29,26.6,16.5,0.0,57
D004,2023-10-18,20.9,7.2,0.0,51
D004,2023-10-17,23.2,18.2,0.0,85
C003,2023-10-08,34.8,20.8,20.1,62
B002,2023-04-26,26.6,19.3,13.7,64
B002,2023-01-27,29.4,15.7,9.8,34
A001,2023-11-16,31.9,17.6,14.7,72
A001,2023-11-25,21.5,15.9,13.8,61
D004,2023-10-24,26.1,17.4,17.4,43
A001,2023-06-22,23.8,17.1,0.0,41
C003,2023-05-31,32.9,22.7,4.9,70
B002,2023-11-23,33.1,18.9,17.8,72
A001,2023-08-02,33.7,28.6,0.0,55
A001,2023-03-01,24.7,11.8,11.7,44
D004,2023-11-12,28.7,14.8,19.5,58
B002,2023-06-05,24.5,19.3,0.0,36
D004,2023-01-18,31.8,17.8,23.5,62
B002,2023-09-23,28.7,15.9,0.0,70
E005,2023-02-15,30.1,25.8,0.0,71
D004,2023-10-04,34.6,29.4,9.6,63
C003,2023-05-09,23.3,10.5,0.0,74
C003,2023-08-14,31.3,19.0,0.0,77
D004,2023-04-27,30.2,19.3,5.4,76
D004,2023-10-21,22.6,10.6,0.0,52
A001,2023-02-19,29.6,17.4,0.0,76
B002,2023-12-27,31.5,18.5,0.0,59
A001,2023-04-01,30.4,23.0,0.0,58
C003,2023-03-31,21.0,8.2,0.0,84
E005,2023-08-28,32.3,29.2,0.0,84
C003,2023-03-19,29.6,18.5,0.0,60
B002,2023-08-12,28.7,17.6,0.0,37
E005,2023-05-18,36.7,32.5,3.7,86
B002,2023-09-14,27.1,14.1,0.0,76
C003,2023-05-16,27.1,12.4,0.0,40
C003,2023-08-21,26.4,12.9,0.0,50
A001,2023-07-02,29.9,24.6,0.0,52
E005,2023-10-04,31.3,25.6,0.0,93
D004,2023-12-05,27.5,12.6,0.0,42
A001,2023-06-28,32.8,26.3,0.0,35
E005,2023-05-27,28.8,21.4,16.8,77
B002,2023-07-16,22.7,10.7,0.0,42
E005,2023-11-01,31.2,27.6,21.4,81
A001,2023-06-13,30.6,23.6,0.0,46
B002,2023-06-21,21.4,12.9,0.0,39
E005,2023-04-08,34.2,28.1,21.6,77
E005,2023-09-12,29.1,21.8,0.0,94
D004,2023-07-09,29.7,15.7,0.0,84
B002,2023-11-25,32.1,22.9,0.0,37
D004,2023-07-29,27.9,21.1,0.0,68
D004,2023-06-16,32.1,22.0,2.1,32
E005,2023-09-10,31.4,26.2,0.0,80
A001,2023-05-02,31.3,20.6,0.0,45
E005,2023-08-04,31.0,27.9,13.7,86
A001,2023-11-15,28.3,22.6,0.0,61
C003,2023-09-03,30.1,22.1,0.0,69
C003,2023-07-30,22.9,14.1,0.0,83
B002,2023-10-19,25.3,17.6,0.0,44
D004,2023-05-13,33.1,23.9,23.7,58
B002,2023-11-01,23.3,11.5,13.7,33
C003,2023-12-08,24.7,18.4,0.0,42
A001,2023-02-22,31.6,19.0,12.4,71
E005,2023-11-17,35.5,30.7,0.0,80
E005,2023-02-06,29.9,26.4,14.6,89
E005,2023-03-26,32.3,25.6,17.5,72
D004,2023-07-07,32.9,21.5,0.0,32
C003,2023-03-04,20.1,13.2,0.0,83
B002,2023-01-13,30.8,20.5,0.0,66
B002,2023-02-27,23.4,16.0,0.0,61
E005,2023-08-05,36.8,30.9,1.1,88
D004,2023-09-13,21.3,13.4,0.0,48
E005,2023-05-27,31.2,27.0,0.0,70
D004,2023-08-23,33.4,19.4,16.3,62
C003,2023-04-13,30.1,17.5,22.7,34
C003,2023-03-20,31.5,23.0,0.0,70
B002,2023-12-26,22.2,14.5,0.0,30
D004,2023-08-17,21.7,15.7,0.0,58
D004,2023-10-05,30.7,21.2,9.5,47
D004,2023-11-27,27.8,16.0,7.0,61
B002,2023-06-21,28.9,21.2,0.0,47
B002,2023-01-02,34.8,22.2,0.0,56
C003,2023-01-20,28.6,17.6,0.0,48
C003,2023-06-20,25.5,20.3,0.0,60
E005,2023-12-01,32.3,28.5,0.0,78
A001,2023-01-28,21.2,8.7,0.0,47
B002,2023-02-26,30.2,23.1,0.0,33
C003,2023-01-16,24.2,12.1,0.0,40
A001,2023-08-09,32.1,17.6,12.8,43
E005,2023-10-07,33.9,27.8,0.0,88
D004,2023-07-10,22.8,9.8,0.0,39
E005,2023-08-21,33.7,26.4,0.0,93
B002,2023-07-15,21.1,15.1,20.3,37
E005,2023-12-31,33.8,28.4,0.0,92
C003,2023-11-23,25.6,10.9,14.1,44
C003,2023-11-13,34.9,22.0,0.0,55
A001,2023-03-19,29.0,21.4,0.0,61
C003,2023-06-05,26.0,12.2,0.0,72
C003,2023-03-17,31.3,24.3,0.0,46
B002,2023-11-28,31.5,20.5,0.0,31
B002,2023-04-21,21.5,13.1,0.0,37
D004,2023-01-26,30.1,15.3,0.0,58
D004,2023-01-11,25.9,13.7,0.0,66
D004,2023-10-24,32.9,20.2,12.3,79
A001,2023-06-30,26.2,19.7,0.0,33
E005,2023-10-29,30.9,26.0,0.0,95
C003,2023-02-02,20.5,10.1,0.0,49
C003,2023-10-20,24.8,19.3,0.0,76
A001,2023-10-04,32.4,26.5,0.0,69
B002,2023-04-24,29.5,19.8,0.0,52
B002,2023-05-03,21.8,10.9,0.0,42
E005,2023-06-08,36.7,33.4,0.0,77
A001,2023-08-20,24.6,16.8,15.8,50
D004,2023-03-13,28.7,14.8,0.0,40
A001,2023-12-30,30.2,21.8,18.9,48
C003,2023-09-26,24.8,17.9,0.0,55
C003,2023-06-08,20.4,6.4,0.0,67
B002,2023-01-06,27.3,14.4,0.0,35
D004,2023-08-15,33.7,19.8,0.0,35
E005,2023-08-10,32.4,26.4,24.2,83
B002,2023-08-09,23.3,11.8,15.4,76
A001,2023-04-08,24.7,16.1,24.7,33
E005,2023-06-29,37.7,34.1,0.0,83
E005,2023-12-10,30.7,25.1,0.0,82
A001,2023-12-22,34.3,21.7,0.0,78
D004,2023-11-02,23.6,13.7,0.0,68
D004,2023-08-27,25.8,12.2,0.0,48
E005,2023-01-08,33.2,29.4,4.2,79
D004,2023-11-25,21.5,10.1,0.0,66
C003,2023-01-14,28.7,16.0,0.0,49
D004,2023-09-29,34.8,20.7,0.0,82
D004,2023-06-04,25.5,14.7,0.0,36
A001,2023-04-30,34.7,29.6,0.0,30
B002,2023-09-03,24.4,18.8,0.0,36
A001,2023-10-24,30.9,16.9,0.0,45
C003,2023-11-15,23.3,11.3,0.0,81
A001,2023-05-05,26.4,14.6,0.0,62
D004,2023-06-01,33.1,23.8,0.0,36
C003,2023-12-17,23.5,17.5,0.0,43
A001,2023-11-11,30.5,17.8,19.5,30
D004,2023-11-15,24.8,12.1,12.9,63
E005,2023-04-13,29.5,21.9,0.0,78
B002,2023-08-01,33.1,21.2,15.8,78
B002,2023-09-09,21.5,15.4,0.0,76
A001,2023-07-28,20.7,11.3,0.0,63
E005,2023-08-24,31.0,27.3,0.0,80
D004,2023-06-21,27.6,19.9,0.0,36
D004,2023-12-07,25.3,18.5,0.0,60
B002,2023-10-01,31.5,20.1,0.0,84
C003,2023-06-13,33.7,24.6,0.0,33
E005,2023-12-26,33.9,27.7,0.0,78
B002,2023-10-20,34.5,26.5,0.0,30
E005,2023-07-02,30.3,22.7,10.3,84
C003,2023-08-06,30.4,15.5,14.9,53
D004,2023-12-20,31.1,21.3,0.0,52
C003,2023-06-09,25.9,17.2,0.0,30
B002,2023-09-04,25.3,17.5,0.0,64
C003,2023-02-14,30.9,19.5,8.8,69
B002,2023-06-30,20.3,12.6,0.0,61
C003,2023-11-01,34.8,22.6,0.0,33
A001,2023-09-16,27.2,13.7,9.4,42
B002,2023-09-23,29.5,19.0,0.0,34
E005,2023-01-10,31.1,24.1,5.3,82
D004,2023-04-18,31.2,23.5,4.2,33
B002,2023-09-30,22.9,11.4,0.0,85
D004,2023-07-08,26.1,19.8,5.6,41
E005,2023-11-08,28.7,21.0,0.0,86
C003,2023-08-02,29.1,21.1,0.0,81
E005,2023-03-18,29.8,23.9,0.0,73
D004,2023-07-10,27.1,16.3,3.1,51
B002,2023-03-19,22.1,14.5,23.3,78
C003,2023-06-30,26.0,13.2,15.0,68
B002,2023-10-21,29.6,22.1,0.0,61
E005,2023-06-29,29.8,22.0,0.2,95
A001,2023-06-13,20.6,15.5,0.0,53
A001,2023-12-18,22.4,13.9,0.0,52
C003,2023-11-27,34.1,26.7,0.0,41
B002,2023-12-20,23.6,12.8,24.3,66
C003,2023-12-02,28.2,18.3,0.0,72
D004,2023-01-19,33.3,22.3,0.0,68
B002,2023-06-19,26.5,21.4,0.0,56
B002,2023-10-01,22.0,11.6,0.0,48
E005,2023-04-20,29.4,22.4,0.0,76
C003,2023-09-10,20.7,7.9,0.0,58
E005,2023-02-02,36.6,32.8,0.0,88
A001,2023-08-01,34.7,21.3,0.0,58
B002,2023-07-02,31.1,24.4,14.9,34
C003,2023-05-01,22.6,16.7,0.0,69
A001,2023-05-01,30.2,16.9,0.0,51
A001,2023-07-24,30.3,22.7,0.0,85
A001,2023-03-18,26.1,11.9,8.5,55
A001,2023-06-03,29.4,20.9,0.0,39
D004,2023-12-01,32.6,19.2,19.3,47
A001,2023-11-17,31.4,17.2,12.5,63
C003,2023-10-29,31.2,23.7,0.0,34
E005,2023-05-16,30.6,27.5,0.0,76
D004,2023-05-11,32.3,22.0,0.0,30
E005,2023-10-22,30.4,23.4,6.0,73
E005,2023-12-04,33.5,28.5,0.0,76
D004,2023-02-16,28.1,21.7,5.2,59
E005,2023-02-14,32.2,27.6,24.6,83
E005,2023-08-24,37.9,31.9,24.3,93
D004,2023-08-20,32.5,23.4,7.5,70
B002,2023-11-04,20.1,13.3,0.0,43
B002,2023-08-17,30.0,22.9,8.7,49
B002,2023-11-10,31.3,23.4,0.0,85
D004,2023-05-11,32.0,18.3,0.0,61
A001,2023-01-13,27.2,21.0,0.0,47
B002,2023-06-29,28.1,18.0,0.0,53
C003,2023-01-25,24.0,13.8,0.0,47
A001,2023-12-10,26.9,17.3,5.7,66
C003,2023-01-10,27.3,20.4,17.7,55
D004,2023-08-12,30.4,19.4,0.0,46
C003,2023-07-23,25.4,12.5,0.0,39
B002,2023-06-18,21.2,11.4,0.0,66
E005,2023-03-12,31.5,24.8,0.0,91
E005,2023-03-14,37.5,31.6,0.0,77
D004,2023-01-04,33.9,21.3,0.0,73
B002,2023-08-26,29.7,23.6,0.0,50
B002,2023-01-24,21.6,13.3,0.0,34
D004,2023-09-24,28.2,17.4,0.0,68
C003,2023-12-22,22.8,15.4,0.0,41
D004,2023-12-15,35.0,21.2,15.8,64
D004,2023-10-15,26.2,12.2,0.0,31
B002,2023-03-10,30.1,23.7,10.8,75
C003,2023-01-08,27.8,19.6,0.0,69
C003,2023-01-12,22.0,13.4,0.0,62
C003,2023-10-14,25.6,17.0,0.0,46
E005,2023-10-20,30.6,23.2,0.0,95
C003,2023-06-27,22.5,8.9,0.0,72
E005,2023-03-21,29.8,25.1,0.0,95
C003,2023-07-23,32.7,19.7,0.0,64
A001,2023-03-20,20.3,5.9,4.7,70
D004,2023-06-20,26.9,13.0,0.0,57
C003,2023-11-06,30.7,24.8,0.0,80
D004,2023-12-28,29.5,24.4,22.0,80
C003,2023-02-07,24.6,15.3,0.0,85
D004,2023-02-26,34.5,22.5,0.0,75
C003,2023-07-01,28.5,18.6,0.0,36
A001,2023-02-16,23.1,15.4,3.9,47
C003,2023-05-05,22.1,13.2,0.0,47
C003,2023-05-10,22.9,15.0,3.9,39
D004,2023-02-18,29.9,15.0,0.0,82
C003,2023-11-11,24.1,19.0,0.0,33
B002,2023-11-08,31.3,18.4,0.0,62
B002,2023-01-28,32.2,21.7,0.0,72
E005,2023-05-12,30.8,26.5,0.0,78
C003,2023-07-06,24.6,15.5,2.8,83
C003,2023-04-08,29.3,16.4,0.0,71
D004,2023-11-27,30.9,21.6,0.0,72
D004,2023-12-06,26.0,19.3,0.0,61
E005,2023-07-30,33.9,30.7,0.0,78
C003,2023-10-12,32.0,20.4,0.0,80
D004,2023-11-10,28.8,18.7,0.0,40
E005,2023-11-19,28.7,22.4,11.1,84
D004,2023-12-26,30.6,16.6,13.7,81
E005,2023-04-02,28.2,21.1,24.2,90
D004,2023-10-09,30.3,24.2,0.0,60
B002,2023-10-18,22.8,15.3,1.1,77
E005,2023-07-11,37.4,32.8,0.0,76
D004,2023-07-12,22.0,9.8,0.0,69
A001,2023-02-08,28.3,17.1,0.0,61
A001,2023-11-24,24.6,16.6,0.0,42
B002,2023-05-01,24.3,14.2,0.0,64
E005,2023-03-19,32.1,28.5,0.0,75
A001,2023-12-23,25.8,17.3,0.0,75
C003,2023-10-17,34.8,24.4,0.0,52
E005,2023-09-04,31.8,27.7,0.0,78
A001,2023-10-05,27.5,20.2,0.0,41
A001,2023-11-05,22.7,8.4,9.7,78
C003,2023-07-06,27.8,21.2,11.5,55
C003,2023-03-11,33.7,22.2,0.0,43
E005,2023-10-04,28.8,23.0,0.0,94
E005,2023-11-30,32.6,28.8,0.0,71
B002,2023-06-13,30.8,16.4,0.0,82
D004,2023-12-21,29.0,16.5,0.0,69
D004,2023-10-25,20.7,12.9,7.5,65
E005,2023-12-02,35.8,30.2,0.0,76
A001,2023-11-10,29.9,23.4,0.0,79
A001,2023-05-09,34.7,23.0,0.0,78
A001,2023-02-10,22.3,12.4,0.0,36
C003,2023-12-22,28.7,15.3,0.0,58
B002,2023-10-24,31.3,23.3,0.0,53
D004,2023-05-24,30.2,17.1,14.5,83
E005,2023-10-28,32.6,27.6,0.0,91
B002,2023-11-19,29.2,24.0,0.0,63
C003,2023-02-23,26.3,13.9,0.0,68
B002,2023-03-29,25.4,10.4,0.0,56
E005,2023-08-21,33.7,26.3,3.6,74
B002,2023-02-21,21.2,11.1,0.0,31
B002,2023-09-24,20.9,6.9,0.0,76
E005,2023-07-11,31.7,28.0,21.5,73
E005,2023-12-31,29.0,25.2,0.0,88
D004,2023-05-11,23.1,9.4,0.0,30
E005,2023-08-19,28.1,20.4,0.0,77
C003,2023-02-15,32.3,18.9,0.0,48
A001,2023-01-11,34.3,22.1,0.0,66
E005,2023-03-25,33.3,26.8,0.0,85
A001,2023-05-30,20.7,13.3,0.0,80
A001,2023-11-09,27.3,17.9,22.8,69
E005,2023-10-21,29.7,25.5,0.0,92
B002,2023-09-10,30.6,16.3,7.4,61
C003,2023-12-08,27.6,16.0,0.0,61
D004,2023-12-03,34.4,25.8,0.0,75
D004,2023-06-01,27.4,19.4,0.0,48
B002,2023-02-21,30.6,23.4,0.0,44
D004,2023-03-03,30.9,18.5,0.0,84
E005,2023-04-10,29.0,23.2,19.5,82
D004,2023-04-26,27.9,17.8,0.0,66
B002,2023-08-05,29.4,16.7,0.0,40
D004,2023-02-22,30.1,21.5,0.0,30
D004,2023-10-28,32.5,23.0,20.2,50
B002,2023-04-07,33.2,22.8,20.1,83
E005,2023-07-15,34.2,29.5,0.0,91
C003,2023-07-21,20.7,13.9,20.2,52
B002,2023-01-10,21.1,14.4,0.0,38
C003,2023-10-22,34.3,22.0,4.0,47
B002,2023-12-04,32.0,17.8,0.0,74
E005,2023-10-28,35.2,28.1,0.0,83
E005,2023-03-03,35.2,30.9,10.3,75
B002,2023-09-29,34.1,23.6,0.0,59
A001,2023-08-23,20.4,13.7,0.0,76
A001,2023-01-03,20.7,10.8,6.3,57
C003,2023-03-14,32.6,23.0,10.7,78
D004,2023-12-06,32.3,26.7,17.7,52
E005,2023-01-30,29.5,25.6,15.4,91
C003,2023-06-21,29.5,16.0,0.0,55
A001,2023-08-01,26.7,13.0,0.0,62
B002,2023-06-28,26.1,14.3,0.0,61
B002,2023-12-19,30.4,24.2,0.0,52
C003,2023-03-31,31.1,24.7,0.0,51
B002,2023-02-11,23.5,14.7,0.0,58
E005,2023-05-27,34.0,29.6,0.0,77
E005,2023-04-29,32.8,29.6,12.4,82
A001,2023-08-23,27.3,18.8,0.0,37
C003,2023-02-16,24.2,15.1,0.0,44
C003,2023-11-24,22.5,11.6,5.6,49
E005,2023-05-03,33.6,26.5,0.3,95
C003,2023-04-03,25.7,15.1,3.3,50
B002,2023-02-04,29.5,17.1,0.0,50
D004,2023-12-04,20.2,14.5,0.0,69
D004,2023-11-21,32.7,25.5,0.0,39
A001,2023-02-14,21.8,9.5,21.1,41
D004,2023-01-14,29.6,17.4,5.8,33
C003,2023-10-07,24.7,18.1,0.0,64
E005,2023-07-22,33.3,29.6,0.0,78
A001,2023-08-20,33.0,19.4,0.0,30
A001,2023-12-23,27.3,19.1,0.0,34
C003,2023-09-28,32.1,25.1,16.1,52
C003,2023-12-31,29.7,24.5,0.0,39
D004,2023-11-28,24.0,12.8,16.6,49
A001,2023-08-28,20.1,10.4,0.0,71
E005,2023-05-19,28.4,20.4,5.6,95
A001,2023-01-12,28.3,17.2,0.0,85
C003,2023-02-11,31.9,24.6,13.0,73
A001,2023-02-27,34.0,27.4,7.0,58
B002,2023-04-16,27.2,20.3,0.0,36
E005,2023-08-20,35.1,28.1,18.3,74
A001,2023-01-16,32.8,19.8,5.5,47
E005,2023-10-06,35.5,31.8,0.0,91
A001,2023-06-30,28.8,16.6,0.0,71
C003,2023-09-14,21.1,12.4,0.0,40
E005,2023-06-21,36.3,30.3,0.0,91
B002,2023-05-03,34.1,28.4,0.0,81
A001,2023-08-03,29.6,15.6,10.5,64
E005,2023-10-11,30.5,26.9,0.0,72
B002,2023-11-03,27.0,20.4,20.0,63
D004,2023-08-17,27.3,14.1,0.0,78
C003,2023-11-07,23.1,8.2,0.0,56
D004,2023-02-23,30.2,20.7,0.0,41
B002,2023-01-17,29.9,20.4,0.0,39
E005,2023-09-05,33.5,28.1,0.0,91
D004,2023-04-02,23.7,8.8,0.0,74
D004,2023-03-26,34.9,20.6,0.0,80
C003,2023-09-04,24.9,19.0,0.0,80
C003,2023-01-02,25.4,10.9,0.0,58
B002,2023-05-28,32.8,27.8,0.0,55
B002,2023-07-25,24.8,12.8,0.0,72
B002,2023-08-04,31.9,23.3,17.1,42
D004,2023-11-04,22.0,15.6,0.0,40
D004,2023-05-20,21.3,11.3,0.0,48
B002,2023-09-02,32.4,18.7,0.0,76
C003,2023-03-12,23.7,11.7,15.5,78
D004,2023-10-15,28.8,23.2,0.0,70
B002,2023-07-30,25.0,13.8,5.7,52
B002,2023-07-10,31.4,24.6,0.0,73
E005,2023-03-04,35.2,28.0,0.0,74
D004,2023-01-26,24.0,11.6,5.1,59
C003,2023-08-22,21.5,15.8,2.4,83
B002,2023-03-12,33.1,25.8,0.0,45
C003,2023-04-12,24.0,15.0,0.0,65
A001,2023-08-17,32.1,24.2,0.0,72
E005,2023-06-18,35.7,31.0,0.0,89
C003,2023-07-18,26.3,16.1,0.0,46
C003,2023-05-08,30.7,21.9,0.0,69
E005,2023-12-23,36.0,31.4,0.0,73
B002,2023-09-29,27.4,14.4,3.2,39
E005,2023-07-06,35.0,29.7,0.0,79
A001,2023-09-14,23.1,17.9,14.0,61
C003,2023-11-15,28.1,22.2,0.0,75
C003,2023-01-21,29.5,14.8,0.0,36
E005,2023-10-16,30.5,26.6,11.1,94
A001,2023-02-02,21.4,8.6,0.0,78
A001,2023-08-13,28.3,19.3,0.0,73
B002,2023-08-21,32.3,22.1,0.0,64
A001,2023-03-07,21.3,13.5,0.0,49
B002,2023-03-26,23.6,15.7,0.0,39
D004,2023-12-12,27.8,13.5,0.0,31
C003,2023-04-27,29.5,16.7,0.0,70
B002,2023-04-08,26.7,16.2,17.5,36
E005,2023-04-15,28.1,24.3,20.1,70
A001,2023-05-03,23.6,12.4,0.0,49
C003,2023-05-11,20.8,12.9,0.0,39
A001,2023-01-11,28.9,18.5,0.0,50
A001,2023-02-07,28.7,17.4,0.0,50
B002,2023-07-28,21.1,15.4,0.0,63
A001,2023-10-20,25.6,17.6,0.0,79
A001,2023-07-25,23.4,12.3,0.0,39
A001,2023-11-11,26.1,17.2,0.0,64
B002,2023-06-14,27.9,15.0,0.0,54
C003,2023-02-17,29.5,19.2,0.0,75
D004,2023-10-15,23.6,14.2,0.0,64
E005,2023-01-29,36.4,30.6,13.3,89
D004,2023-08-15,29.3,21.7,0.0,60
E005,2023-06-03,33.3,25.9,18.6,70
D004,2023-01-28,22.5,8.4,23.1,68
D004,2023-12-20,28.3,14.8,0.0,82
E005,2023-07-15,34.1,29.6,0.0,72
B002,2023-03-02,30.1,24.2,0.0,58
A001,2023-11-05,32.3,25.7,17.7,34
B002,2023-04-11,24.6,13.4,0.0,77
C003,2023-06-25,28.9,18.0,0.0,50
D004,2023-06-29,31.0,24.4,0.0,74
B002,2023-03-28,31.1,24.8,0.0,66
C003,2023-09-16,27.0,20.5,0.0,84
D004,2023-01-24,21.3,14.9,0.0,36
C003,2023-02-19,32.7,24.6,2.8,54
A001,2023-12-25,23.6,17.6,0.0,61
C003,2023-04-27,33.0,19.1,0.0,66
D004,2023-12-14,34.3,24.9,1.2,75
D004,2023-01-27,28.8,21.8,12.3,80
B002,2023-09-05,24.9,16.1,0.0,43
D004,2023-01-18,29.7,17.4,0.0,66
A001,2023-07-14,23.2,9.2,0.0,63
E005,2023-06-13,29.7,25.2,0.0,91
C003,2023-12-04,33.5,24.3,0.0,49
E005,2023-08-03,30.7,23.6,0.0,77
E005,2023-02-19,30.2,23.9,0.0,88
C003,2023-10-12,27.5,17.3,0.0,33
D004,2023-09-18,32.5,20.9,0.0,40
A001,2023-03-06,26.7,13.5,16.3,40
C003,2023-08-16,27.7,21.1,0.0,81
E005,2023-06-19,32.8,26.6,0.0,88
A001,2023-07-05,28.6,20.7,0.0,64
D004,2023-08-03,20.4,10.8,0.0,47
B002,2023-02-17,28.6,22.2,0.0,77
E005,2023-05-14,35.2,30.6,0.0,89
C003,2023-07-16,23.2,11.4,1.5,32
E005,2023-07-08,32.2,27.0,0.0,91
C003,2023-12-28,24.4,11.0,15.5,42
E005,2023-10-29,36.2,28.4,0.0,86
A001,2023-06-09,25.9,17.3,0.0,70
C003,2023-01-23,21.5,7.6,0.0,60
C003,2023-10-24,28.5,15.8,8.1,72
C003,2023-08-28,24.3,13.3,0.0,72
E005,2023-11-26,33.6,27.4,0.0,88
D004,2023-07-17,33.4,19.1,0.0,34
C003,2023-01-18,24.1,11.2,0.0,74
E005,2023-02-08,36.3,28.4,0.0,74
D004,2023-04-25,20.3,5.8,0.0,62
E005,2023-04-03,37.3,33.1,0.0,80
E005,2023-03-08,30.2,27.2,0.0,72
C003,2023-04-22,23.6,14.9,0.0,67
D004,2023-04-21,20.3,7.4,0.0,65
E005,2023-01-08,36.6,29.4,0.0,79
A001,2023-03-25,28.3,17.3,0.0,79
A001,2023-01-06,30.5,21.1,9.4,82
C003,2023-04-23,28.0,16.8,0.0,60
A001,2023-12-05,29.8,19.6,0.0,53
E005,2023-12-10,36.2,32.5,0.0,94
C003,2023-10-16,29.8,21.6,0.0,41
C003,2023-07-11,30.6,17.7,0.0,47
B002,2023-03-12,29.9,22.5,0.0,64
D004,2023-07-06,31.7,23.5,17.1,78
D004,2023-01-11,30.3,20.6,14.1,54
E005,2023-09-15,33.3,25.4,0.0,81
C003,2023-11-10,28.4,23.2,0.0,34
C003,2023-02-19,21.8,10.3,0.0,45
C003,2023-10-07,30.6,16.0,22.5,79
C003,2023-07-06,30.5,18.9,0.0,36
B002,2023-03-11,23.4,17.5,14.8,45
C003,2023-04-30,28.0,19.5,0.0,35
C003,2023-07-03,33.9,20.8,23.5,49
A001,2023-01-02,26.3,20.5,0.0,57
E005,2023-11-29,28.7,25.5,5.2,88
E005,2023-04-04,35.8,27.9,0.0,75
D004,2023-06-10,33.5,28.2,0.0,65
C003,2023-06-06,29.3,18.8,0.0,51
B002,2023-09-04,27.3,14.8,0.0,54
C003,2023-11-24,21.9,14.4,0.0,37
E005,2023-11-21,36.9,30.0,0.0,82
C003,2023-10-31,21.8,16.0,0.0,80
A001,2023-08-17,30.1,22.4,0.0,84
D004,2023-09-30,32.0,25.7,0.0,64
D004,2023-12-16,21.4,15.2,0.0,70
D004,2023-05-04,29.9,24.0,0.0,71
B002,2023-02-14,29.5,15.2,12.9,35
B002,2023-04-12,32.7,21.1,0.0,78
D004,2023-12-28,26.4,17.3,0.0,39
A001,2023-04-04,32.9,25.9,0.0,69
A001,2023-04-06,25.1,12.5,0.0,45
B002,2023-08-07,26.9,14.9,0.0,84
D004,2023-12-08,22.7,15.3,0.0,69
E005,2023-04-16,29.0,23.4,0.0,75
E005,2023-09-26,30.9,24.0,2.3,81
D004,2023-04-07,31.2,19.2,5.3,63
B002,2023-10-29,32.2,26.8,6.7,38
A001,2023-09-26,26.8,21.4,0.0,63
C003,2023-08-07,28.3,20.9,0.0,39
E005,2023-04-17,31.6,27.8,0.0,91
D004,2023-04-04,33.5,20.3,5.5,84
C003,2023-01-23,28.9,16.9,0.0,75
C003,2023-03-01,30.6,25.0,0.0,36
A001,2023-11-01,34.4,28.7,0.0,77
A001,2023-06-19,24.2,18.5,0.0,38
E005,2023-03-15,28.3,24.5,0.1,76
E005,2023-06-02,30.9,26.0,0.0,70
D004,2023-11-24,27.5,15.4,0.0,72
C003,2023-03-23,27.9,13.4,17.7,31
B002,2023-02-20,32.9,26.0,22.0,71
E005,2023-02-15,37.1,32.0,11.0,82
